EpochTime;CurrentPlaybackTime;CurrentBufferSize;CurrentPlaybackState;Action;Bitrate
0;0;0;INITIAL_BUFFERING;Starting;0
0;0;0;INITIAL_BUFFERING;Starting;0
0;0;1;INITIAL_BUFFERING;Writing;46980
1;0;1;PLAY;InitialBuffering-Play;0
2;0;0;PLAY;StillPlaying;46980
560;0;1;PLAY;Writing;46980.0
1004;1;0;PLAY;StillPlaying;46980.0
1191;1;1;PLAY;Writing;91917.0
1784;1;2;PLAY;Writing;135410.0
2004;2;1;PLAY;StillPlaying;91917.0
2374;2;2;PLAY;Writing;91917.0
3004;3;1;PLAY;StillPlaying;135410.0
3419;3;2;PLAY;Writing;135410.0
4004;4;1;PLAY;StillPlaying;91917.0
4059;4;2;PLAY;Writing;91917.0
4669;4;3;PLAY;Writing;135410.0
5004;5;2;PLAY;StillPlaying;135410.0
5311;5;3;PLAY;Writing;182366.0
5935;5;4;PLAY;Writing;135410.0
6004;6;3;PLAY;StillPlaying;91917.0
6545;6;4;PLAY;Writing;182366.0
7004;7;3;PLAY;StillPlaying;135410.0
7660;7;4;PLAY;Writing;226106.0
8004;8;3;PLAY;StillPlaying;182366.0
8251;8;4;PLAY;Writing;270316.0
9004;9;3;PLAY;StillPlaying;135410.0
9362;9;4;PLAY;Writing;352546.0
9979;9;5;PLAY;Writing;226106.0
10004;10;4;PLAY;StillPlaying;182366.0
10560;10;5;PLAY;Writing;270316.0
11004;11;4;PLAY;StillPlaying;226106.0
11180;11;5;PLAY;Writing;352546.0
12004;12;4;PLAY;StillPlaying;270316.0
12312;12;5;PLAY;Writing;424520.0
13004;13;4;PLAY;StillPlaying;352546.0
13410;13;5;PLAY;Writing;270316.0
14004;14;4;PLAY;StillPlaying;226106.0
14560;14;5;PLAY;Writing;352546.0
15004;15;4;PLAY;StillPlaying;270316.0
15183;15;5;PLAY;Writing;270316.0
16004;16;4;PLAY;StillPlaying;352546.0
16267;16;5;PLAY;Writing;352546.0
17004;17;4;PLAY;StillPlaying;424520.0
17364;17;5;PLAY;Writing;270316.0
17968;17;6;PLAY;Writing;226106.0
18004;18;5;PLAY;StillPlaying;270316.0
18575;18;6;PLAY;Writing;270316.0
19004;19;5;PLAY;StillPlaying;352546.0
19158;19;6;PLAY;Writing;352546.0
19799;19;7;PLAY;Writing;270316.0
20004;20;6;PLAY;StillPlaying;270316.0
20963;20;7;PLAY;Writing;352546.0
21006;21;6;PLAY;StillPlaying;352546.0
22004;22;5;PLAY;StillPlaying;270316.0
22115;22;6;PLAY;Writing;424520.0
23004;23;5;PLAY;StillPlaying;226106.0
23267;23;6;PLAY;Writing;352546.0
24004;24;5;PLAY;StillPlaying;270316.0
24380;24;6;PLAY;Writing;424520.0
25004;25;5;PLAY;StillPlaying;352546.0
25540;25;6;PLAY;Writing;270316.0
26004;26;5;PLAY;StillPlaying;270316.0
26709;26;6;PLAY;Writing;352546.0
27004;27;5;PLAY;StillPlaying;352546.0
27912;27;6;PLAY;Writing;270316.0
28004;28;5;PLAY;StillPlaying;424520.0
29004;29;4;PLAY;StillPlaying;352546.0
29036;29;5;PLAY;Writing;352546.0
29667;29;6;PLAY;Writing;270316.0
30004;30;5;PLAY;StillPlaying;424520.0
30299;30;6;PLAY;Writing;352546.0
30919;30;7;PLAY;Writing;270316.0
31004;31;6;PLAY;StillPlaying;270316.0
31536;31;7;PLAY;Writing;352546.0
32004;32;6;PLAY;StillPlaying;352546.0
32728;32;7;PLAY;Writing;424520.0
33004;33;6;PLAY;StillPlaying;270316.0
33840;33;7;PLAY;Writing;537825.0
34004;34;6;PLAY;StillPlaying;352546.0
34983;34;7;PLAY;Writing;424520.0
35004;35;6;PLAY;StillPlaying;270316.0
36004;36;5;PLAY;StillPlaying;352546.0
36070;36;6;PLAY;Writing;352546.0
37004;37;5;PLAY;StillPlaying;270316.0
37172;37;6;PLAY;Writing;424520.0
37799;37;7;PLAY;Writing;352546.0
38004;38;6;PLAY;StillPlaying;352546.0
39004;39;6;PLAY;Writing;424520.0
39004;39;6;PLAY;StillPlaying;424520.0
40004;40;5;PLAY;StillPlaying;537825.0
40138;40;6;PLAY;Writing;352546.0
41004;41;5;PLAY;StillPlaying;424520.0
41795;41;6;PLAY;Writing;424520.0
42004;42;5;PLAY;StillPlaying;352546.0
42424;42;6;PLAY;Writing;270316.0
43004;43;5;PLAY;StillPlaying;424520.0
43584;43;6;PLAY;Writing;352546.0
44004;44;5;PLAY;StillPlaying;352546.0
44188;44;6;PLAY;Writing;270316.0
45004;45;5;PLAY;StillPlaying;424520.0
45427;45;6;PLAY;Writing;352546.0
46004;46;5;PLAY;StillPlaying;352546.0
46036;46;6;PLAY;Writing;270316.0
47004;47;5;PLAY;StillPlaying;424520.0
47152;47;6;PLAY;Writing;352546.0
48004;48;5;PLAY;StillPlaying;270316.0
48301;48;6;PLAY;Writing;270316.0
48957;48;7;PLAY;Writing;352546.0
49008;49;6;PLAY;StillPlaying;352546.0
50004;50;5;PLAY;StillPlaying;270316.0
50072;50;6;PLAY;Writing;270316.0
51004;51;5;PLAY;StillPlaying;352546.0
51220;51;6;PLAY;Writing;352546.0
51835;51;7;PLAY;Writing;270316.0
52004;52;6;PLAY;StillPlaying;270316.0
52960;52;7;PLAY;Writing;352546.0
53004;53;6;PLAY;StillPlaying;352546.0
54004;54;5;PLAY;StillPlaying;270316.0
55004;55;4;PLAY;StillPlaying;352546.0
56004;56;3;PLAY;StillPlaying;270316.0
56119;56;4;PLAY;Writing;270316.0
56740;56;5;PLAY;Writing;135410.0
57004;57;4;PLAY;StillPlaying;352546.0
57423;57;5;PLAY;Writing;182366.0
58004;58;4;PLAY;StillPlaying;270316.0
58047;58;5;PLAY;Writing;135410.0
58659;58;6;PLAY;Writing;182366.0
59004;59;5;PLAY;StillPlaying;352546.0
59820;59;6;PLAY;Writing;135410.0
60004;60;5;PLAY;StillPlaying;270316.0
60444;60;6;PLAY;Writing;182366.0
61004;61;5;PLAY;StillPlaying;135410.0
61067;61;6;PLAY;Writing;226106.0
61717;61;7;PLAY;Writing;270316.0
62004;62;6;PLAY;StillPlaying;182366.0
62359;62;7;PLAY;Writing;226106.0
62951;62;8;PLAY;Writing;270316.0
63004;63;7;PLAY;StillPlaying;135410.0
63555;63;8;PLAY;Writing;352546.0
64004;64;7;PLAY;StillPlaying;182366.0
64620;64;8;PLAY;Writing;424520.0
65004;65;7;PLAY;StillPlaying;135410.0
65743;65;8;PLAY;Writing;352546.0
66004;66;7;PLAY;StillPlaying;182366.0
66358;66;8;PLAY;Writing;270316.0
67004;67;7;PLAY;StillPlaying;226106.0
67478;67;8;PLAY;Writing;352546.0
68004;68;7;PLAY;StillPlaying;270316.0
68589;68;8;PLAY;Writing;270316.0
69004;69;7;PLAY;StillPlaying;226106.0
69685;69;8;PLAY;Writing;352546.0
70004;70;7;PLAY;StillPlaying;270316.0
70841;70;8;PLAY;Writing;270316.0
71004;71;7;PLAY;StillPlaying;352546.0
72004;72;6;PLAY;StillPlaying;424520.0
72519;72;7;PLAY;Writing;352546.0
73004;73;6;PLAY;StillPlaying;352546.0
73644;73;7;PLAY;Writing;226106.0
74004;74;6;PLAY;StillPlaying;270316.0
74227;74;7;PLAY;Writing;270316.0
74860;74;8;PLAY;Writing;226106.0
75004;75;7;PLAY;StillPlaying;352546.0
76004;76;6;PLAY;StillPlaying;270316.0
76005;76;7;PLAY;Writing;270316.0
76644;76;8;PLAY;Writing;226106.0
77004;77;7;PLAY;StillPlaying;352546.0
77796;77;8;PLAY;Writing;270316.0
78004;78;7;PLAY;StillPlaying;270316.0
78960;78;8;PLAY;Writing;352546.0
