EpochTime;CurrentPlaybackTime;CurrentBufferSize;CurrentPlaybackState;Action;Bitrate
0;0;0;INITIAL_BUFFERING;Starting;0
0;0;0;INITIAL_BUFFERING;Starting;0
1;0;1;INITIAL_BUFFERING;Writing;46980
1;0;1;PLAY;InitialBuffering-Play;0
2;0;0;PLAY;StillPlaying;46980
561;0;1;PLAY;Writing;46980.0
1003;1;0;PLAY;StillPlaying;46980.0
2004;2;0;BUFFERING;Play-Buffering;0
2138;2;1;BUFFERING;Writing;91917.0
2139;2;1;PLAY;Buffering-Play;0
2140;2;0;PLAY;StillPlaying;91917.0
3139;3;0;BUFFERING;Play-Buffering;0
3710;3;1;BUFFERING;Writing;46980.0
3711;3;1;PLAY;Buffering-Play;0
3711;3;0;PLAY;StillPlaying;46980.0
4300;3;1;PLAY;Writing;46980.0
4712;4;0;PLAY;StillPlaying;46980.0
4900;4;1;PLAY;Writing;46980.0
5559;4;2;PLAY;Writing;91917.0
5712;5;1;PLAY;StillPlaying;46980.0
6170;5;2;PLAY;Writing;46980.0
6712;6;1;PLAY;StillPlaying;91917.0
6832;6;2;PLAY;Writing;91917.0
7375;6;3;PLAY;Writing;135410.0
7712;7;2;PLAY;StillPlaying;46980.0
8014;7;3;PLAY;Writing;182366.0
8607;7;4;PLAY;Writing;226106.0
8713;8;3;PLAY;StillPlaying;91917.0
9233;8;4;PLAY;Writing;270316.0
9712;9;3;PLAY;StillPlaying;135410.0
10337;9;4;PLAY;Writing;352546.0
10712;10;3;PLAY;StillPlaying;182366.0
11422;10;4;PLAY;Writing;270316.0
11712;11;3;PLAY;StillPlaying;226106.0
12523;11;4;PLAY;Writing;352546.0
12712;12;3;PLAY;StillPlaying;270316.0
13618;12;4;PLAY;Writing;270316.0
13712;13;3;PLAY;StillPlaying;352546.0
14215;13;4;PLAY;Writing;352546.0
14712;14;3;PLAY;StillPlaying;270316.0
15284;14;4;PLAY;Writing;270316.0
15712;15;3;PLAY;StillPlaying;352546.0
15872;15;4;PLAY;Writing;226106.0
16460;15;5;PLAY;Writing;270316.0
16712;16;4;PLAY;StillPlaying;270316.0
17712;17;3;PLAY;StillPlaying;352546.0
18712;18;2;PLAY;StillPlaying;270316.0
19128;18;3;PLAY;Writing;352546.0
19712;19;2;PLAY;StillPlaying;226106.0
19783;19;3;PLAY;Writing;226106.0
20371;19;4;PLAY;Writing;182366.0
20712;20;3;PLAY;StillPlaying;270316.0
20996;20;4;PLAY;Writing;226106.0
21616;20;5;PLAY;Writing;182366.0
21712;21;4;PLAY;StillPlaying;352546.0
22224;21;5;PLAY;Writing;226106.0
22712;22;4;PLAY;StillPlaying;226106.0
22834;22;5;PLAY;Writing;270316.0
23466;22;6;PLAY;Writing;352546.0
23712;23;5;PLAY;StillPlaying;182366.0
24092;23;6;PLAY;Writing;424520.0
24712;24;5;PLAY;StillPlaying;226106.0
25194;24;6;PLAY;Writing;537825.0
25712;25;5;PLAY;StillPlaying;182366.0
26310;25;6;PLAY;Writing;424520.0
26712;26;5;PLAY;StillPlaying;226106.0
27392;26;6;PLAY;Writing;537825.0
27712;27;5;PLAY;StillPlaying;270316.0
28515;27;6;PLAY;Writing;424520.0
28712;28;5;PLAY;StillPlaying;352546.0
29603;28;6;PLAY;Writing;537825.0
29712;29;5;PLAY;StillPlaying;424520.0
30695;29;6;PLAY;Writing;424520.0
30712;30;5;PLAY;StillPlaying;537825.0
31243;30;6;PLAY;Writing;352546.0
31712;31;5;PLAY;StillPlaying;424520.0
32343;31;6;PLAY;Writing;424520.0
32712;32;5;PLAY;StillPlaying;537825.0
33712;33;4;PLAY;StillPlaying;424520.0
34712;34;3;PLAY;StillPlaying;537825.0
35712;35;2;PLAY;StillPlaying;424520.0
36712;36;1;PLAY;StillPlaying;352546.0
37712;37;0;PLAY;StillPlaying;424520.0
38712;38;0;BUFFERING;Play-Buffering;0
48455;38;1;BUFFERING;Writing;352546.0
48456;38;1;PLAY;Buffering-Play;0
48461;38;0;PLAY;StillPlaying;352546.0
49012;38;1;PLAY;Writing;46980.0
49461;39;0;PLAY;StillPlaying;46980.0
49608;39;1;PLAY;Writing;91917.0
50461;40;0;PLAY;StillPlaying;91917.0
50713;40;1;PLAY;Writing;46980.0
51316;40;2;PLAY;Writing;46980.0
51461;41;1;PLAY;StillPlaying;46980.0
51896;41;2;PLAY;Writing;46980.0
52461;42;1;PLAY;StillPlaying;46980.0
53461;43;0;PLAY;StillPlaying;46980.0
53462;43;1;PLAY;Writing;91917.0
54072;43;2;PLAY;Writing;46980.0
54461;44;1;PLAY;StillPlaying;91917.0
54642;44;2;PLAY;Writing;91917.0
55236;44;3;PLAY;Writing;46980.0
55461;45;2;PLAY;StillPlaying;46980.0
55801;45;3;PLAY;Writing;91917.0
56379;45;4;PLAY;Writing;46980.0
56461;46;3;PLAY;StillPlaying;91917.0
56987;46;4;PLAY;Writing;91917.0
57461;47;3;PLAY;StillPlaying;46980.0
57547;47;4;PLAY;Writing;135410.0
58124;47;5;PLAY;Writing;91917.0
58461;48;4;PLAY;StillPlaying;91917.0
58700;48;5;PLAY;Writing;135410.0
59316;48;6;PLAY;Writing;182366.0
59461;49;5;PLAY;StillPlaying;46980.0
60393;49;6;PLAY;Writing;226106.0
60461;50;5;PLAY;StillPlaying;91917.0
60977;50;6;PLAY;Writing;182366.0
61461;51;5;PLAY;StillPlaying;135410.0
61555;51;6;PLAY;Writing;226106.0
62461;52;5;PLAY;StillPlaying;91917.0
62660;52;6;PLAY;Writing;270316.0
63291;52;7;PLAY;Writing;226106.0
63461;53;6;PLAY;StillPlaying;135410.0
64395;53;7;PLAY;Writing;270316.0
64461;54;6;PLAY;StillPlaying;182366.0
65461;55;5;PLAY;StillPlaying;226106.0
66461;56;4;PLAY;StillPlaying;182366.0
67461;57;3;PLAY;StillPlaying;226106.0
68461;58;2;PLAY;StillPlaying;270316.0
69461;59;1;PLAY;StillPlaying;226106.0
70461;60;0;PLAY;StillPlaying;270316.0
71461;61;0;BUFFERING;Play-Buffering;0
84028;61;1;BUFFERING;Writing;226106.0
84029;61;1;PLAY;Buffering-Play;0
84029;61;0;PLAY;StillPlaying;226106.0
84619;61;1;PLAY;Writing;46980.0
85030;62;0;PLAY;StillPlaying;46980.0
85711;62;1;PLAY;Writing;46980.0
86030;63;0;PLAY;StillPlaying;46980.0
86320;63;1;PLAY;Writing;46980.0
86904;63;2;PLAY;Writing;46980.0
87030;64;1;PLAY;StillPlaying;46980.0
87524;64;2;PLAY;Writing;46980.0
88030;65;1;PLAY;StillPlaying;46980.0
88132;65;2;PLAY;Writing;91917.0
88743;65;3;PLAY;Writing;46980.0
89030;66;2;PLAY;StillPlaying;46980.0
89826;66;3;PLAY;Writing;91917.0
90030;67;2;PLAY;StillPlaying;91917.0
90378;67;3;PLAY;Writing;46980.0
90954;67;4;PLAY;Writing;91917.0
91030;68;3;PLAY;StillPlaying;46980.0
91572;68;4;PLAY;Writing;135410.0
92030;69;3;PLAY;StillPlaying;91917.0
92175;69;4;PLAY;Writing;91917.0
92785;69;5;PLAY;Writing;135410.0
93030;70;4;PLAY;StillPlaying;46980.0
93351;70;5;PLAY;Writing;182366.0
93958;70;6;PLAY;Writing;226106.0
94030;71;5;PLAY;StillPlaying;91917.0
94536;71;6;PLAY;Writing;270316.0
95030;72;5;PLAY;StillPlaying;135410.0
95648;72;6;PLAY;Writing;352546.0
96030;73;5;PLAY;StillPlaying;91917.0
96248;73;6;PLAY;Writing;270316.0
97030;74;5;PLAY;StillPlaying;135410.0
97336;74;6;PLAY;Writing;352546.0
98030;75;5;PLAY;StillPlaying;182366.0
