EpochTime;CurrentPlaybackTime;CurrentBufferSize;CurrentPlaybackState;Action;Bitrate
0;0;0;INITIAL_BUFFERING;Starting;0
0;0;0;INITIAL_BUFFERING;Starting;0
1;0;1;INITIAL_BUFFERING;Writing;46980
3;0;1;PLAY;InitialBuffering-Play;0
6;0;0;PLAY;StillPlaying;46980
610;0;1;PLAY;Writing;46980.0
1020;1;0;PLAY;StillPlaying;46980.0
1310;1;1;PLAY;Writing;46980.0
2021;2;1;PLAY;Writing;91917.0
2021;2;1;PLAY;StillPlaying;46980.0
2646;2;2;PLAY;Writing;46980.0
3021;3;1;PLAY;StillPlaying;91917.0
3284;3;2;PLAY;Writing;91917.0
3899;3;3;PLAY;Writing;135410.0
4021;4;2;PLAY;StillPlaying;46980.0
4590;4;3;PLAY;Writing;91917.0
5021;5;2;PLAY;StillPlaying;91917.0
5252;5;3;PLAY;Writing;135410.0
5882;5;4;PLAY;Writing;182366.0
6020;6;3;PLAY;StillPlaying;135410.0
6514;6;4;PLAY;Writing;226106.0
7021;7;3;PLAY;StillPlaying;91917.0
7147;7;4;PLAY;Writing;270316.0
7826;7;5;PLAY;Writing;352546.0
8022;8;4;PLAY;StillPlaying;135410.0
8466;8;5;PLAY;Writing;424520.0
9021;9;4;PLAY;StillPlaying;182366.0
9107;9;5;PLAY;Writing;537825.0
10020;10;4;PLAY;StillPlaying;226106.0
10298;10;5;PLAY;Writing;620705.0
11016;10;6;PLAY;Writing;537825.0
11020;11;5;PLAY;StillPlaying;270316.0
11694;11;6;PLAY;Writing;620705.0
12020;12;5;PLAY;StillPlaying;352546.0
12394;12;6;PLAY;Writing;808057.0
13020;13;5;PLAY;StillPlaying;424520.0
13590;13;6;PLAY;Writing;1071529.0
14020;14;5;PLAY;StillPlaying;537825.0
14834;14;6;PLAY;Writing;808057.0
15021;15;5;PLAY;StillPlaying;620705.0
16020;16;4;PLAY;StillPlaying;537825.0
16525;16;5;PLAY;Writing;1071529.0
17021;17;4;PLAY;StillPlaying;620705.0
17215;17;5;PLAY;Writing;620705.0
17839;17;6;PLAY;Writing;808057.0
18020;18;5;PLAY;StillPlaying;808057.0
19025;19;4;PLAY;StillPlaying;1071529.0
19071;19;5;PLAY;Writing;620705.0
20021;20;4;PLAY;StillPlaying;808057.0
20239;20;5;PLAY;Writing;808057.0
21021;21;4;PLAY;StillPlaying;1071529.0
21465;21;5;PLAY;Writing;620705.0
22020;22;4;PLAY;StillPlaying;620705.0
22733;22;5;PLAY;Writing;537825.0
23021;23;4;PLAY;StillPlaying;808057.0
23934;23;5;PLAY;Writing;620705.0
24021;24;4;PLAY;StillPlaying;620705.0
24602;24;5;PLAY;Writing;424520.0
25020;25;4;PLAY;StillPlaying;808057.0
25442;25;5;PLAY;Writing;537825.0
26020;26;4;PLAY;StillPlaying;620705.0
26178;26;5;PLAY;Writing;620705.0
27020;27;4;PLAY;StillPlaying;537825.0
27922;27;5;PLAY;Writing;808057.0
28022;28;4;PLAY;StillPlaying;620705.0
29020;29;3;PLAY;StillPlaying;424520.0
29132;29;4;PLAY;Writing;620705.0
30020;30;3;PLAY;StillPlaying;537825.0
30356;30;4;PLAY;Writing;808057.0
31020;31;3;PLAY;StillPlaying;620705.0
31546;31;4;PLAY;Writing;620705.0
32020;32;3;PLAY;StillPlaying;808057.0
32263;32;4;PLAY;Writing;537825.0
33020;33;3;PLAY;StillPlaying;620705.0
33508;33;4;PLAY;Writing;620705.0
34020;34;3;PLAY;StillPlaying;808057.0
34154;34;4;PLAY;Writing;537825.0
35020;35;3;PLAY;StillPlaying;620705.0
35421;35;4;PLAY;Writing;620705.0
36020;36;3;PLAY;StillPlaying;537825.0
36236;36;4;PLAY;Writing;537825.0
37020;37;3;PLAY;StillPlaying;620705.0
37493;37;4;PLAY;Writing;620705.0
38020;38;3;PLAY;StillPlaying;537825.0
38698;38;4;PLAY;Writing;537825.0
39020;39;3;PLAY;StillPlaying;620705.0
39932;39;4;PLAY;Writing;620705.0
40022;40;3;PLAY;StillPlaying;537825.0
41022;41;2;PLAY;StillPlaying;620705.0
41044;41;3;PLAY;Writing;424520.0
42020;42;2;PLAY;StillPlaying;537825.0
42206;42;3;PLAY;Writing;537825.0
43020;43;2;PLAY;StillPlaying;620705.0
43395;43;3;PLAY;Writing;424520.0
44020;44;2;PLAY;StillPlaying;424520.0
44710;44;3;PLAY;Writing;537825.0
45020;45;2;PLAY;StillPlaying;537825.0
45938;45;3;PLAY;Writing;424520.0
46021;46;2;PLAY;StillPlaying;424520.0
47020;47;1;PLAY;StillPlaying;537825.0
47179;47;2;PLAY;Writing;352546.0
48021;48;1;PLAY;StillPlaying;424520.0
49020;49;0;PLAY;StillPlaying;352546.0
49398;49;1;PLAY;Writing;424520.0
50022;50;0;PLAY;StillPlaying;424520.0
50023;50;1;PLAY;Writing;270316.0
51020;51;0;PLAY;StillPlaying;270316.0
51282;51;1;PLAY;Writing;352546.0
52020;52;0;PLAY;StillPlaying;352546.0
53021;53;0;BUFFERING;Play-Buffering;0
53064;53;1;BUFFERING;Writing;270316.0
53066;53;1;PLAY;Buffering-Play;0
53069;53;0;PLAY;StillPlaying;270316.0
54083;54;0;BUFFERING;Play-Buffering;0
54688;54;1;BUFFERING;Writing;182366.0
54690;54;1;PLAY;Buffering-Play;0
54693;54;0;PLAY;StillPlaying;182366.0
55707;55;0;BUFFERING;Play-Buffering;0
56774;55;1;BUFFERING;Writing;226106.0
56777;55;1;PLAY;Buffering-Play;0
56792;55;0;PLAY;StillPlaying;226106.0
57406;55;1;PLAY;Writing;135410.0
57794;56;0;PLAY;StillPlaying;135410.0
58128;56;1;PLAY;Writing;182366.0
58793;57;0;PLAY;StillPlaying;182366.0
59437;57;1;PLAY;Writing;91917.0
59793;58;0;PLAY;StillPlaying;91917.0
60114;58;1;PLAY;Writing;135410.0
60793;59;0;PLAY;StillPlaying;135410.0
60917;59;1;PLAY;Writing;182366.0
61741;59;2;PLAY;Writing;226106.0
61794;60;1;PLAY;StillPlaying;182366.0
62793;61;0;PLAY;StillPlaying;226106.0
62890;61;1;PLAY;Writing;182366.0
63595;61;2;PLAY;Writing;135410.0
63793;62;1;PLAY;StillPlaying;182366.0
64345;62;2;PLAY;Writing;182366.0
64793;63;1;PLAY;StillPlaying;135410.0
65598;63;2;PLAY;Writing;226106.0
65793;64;1;PLAY;StillPlaying;182366.0
66758;64;2;PLAY;Writing;182366.0
66793;65;1;PLAY;StillPlaying;226106.0
67409;65;2;PLAY;Writing;135410.0
67794;66;1;PLAY;StillPlaying;182366.0
68032;66;2;PLAY;Writing;182366.0
68712;66;3;PLAY;Writing;226106.0
68793;67;2;PLAY;StillPlaying;135410.0
69351;67;3;PLAY;Writing;182366.0
69793;68;2;PLAY;StillPlaying;182366.0
70109;68;3;PLAY;Writing;226106.0
70793;69;2;PLAY;StillPlaying;226106.0
70846;69;3;PLAY;Writing;270316.0
71548;69;4;PLAY;Writing;352546.0
71793;70;3;PLAY;StillPlaying;182366.0
72322;70;4;PLAY;Writing;424520.0
72793;71;3;PLAY;StillPlaying;226106.0
73102;71;4;PLAY;Writing;352546.0
73793;72;3;PLAY;StillPlaying;270316.0
73824;72;4;PLAY;Writing;424520.0
74529;72;5;PLAY;Writing;537825.0
74793;73;4;PLAY;StillPlaying;352546.0
75240;73;5;PLAY;Writing;620705.0
75793;74;4;PLAY;StillPlaying;424520.0
76009;74;5;PLAY;Writing;808057.0
76793;75;4;PLAY;StillPlaying;352546.0
77793;76;3;PLAY;StillPlaying;424520.0
77795;76;4;PLAY;Writing;1071529.0
78793;77;3;PLAY;StillPlaying;537825.0
