EpochTime;CurrentPlaybackTime;CurrentBufferSize;CurrentPlaybackState;Action;Bitrate
0;0;0;INITIAL_BUFFERING;Starting;0
0;0;0;INITIAL_BUFFERING;Starting;0
1;0;1;INITIAL_BUFFERING;Writing;46980
3;0;1;PLAY;InitialBuffering-Play;0
16;0;0;PLAY;StillPlaying;46980
562;0;1;PLAY;Writing;46980.0
1018;1;0;PLAY;StillPlaying;46980.0
1229;1;1;PLAY;Writing;46980.0
1838;1;2;PLAY;Writing;46980.0
2018;2;1;PLAY;StillPlaying;46980.0
2506;2;2;PLAY;Writing;46980.0
3018;3;1;PLAY;StillPlaying;46980.0
3250;3;2;PLAY;Writing;91917.0
4006;3;3;PLAY;Writing;46980.0
4019;4;2;PLAY;StillPlaying;46980.0
4611;4;3;PLAY;Writing;91917.0
5018;5;2;PLAY;StillPlaying;91917.0
5218;5;3;PLAY;Writing;135410.0
5846;5;4;PLAY;Writing;91917.0
6018;6;3;PLAY;StillPlaying;46980.0
6482;6;4;PLAY;Writing;135410.0
7018;7;3;PLAY;StillPlaying;91917.0
7130;7;4;PLAY;Writing;182366.0
7774;7;5;PLAY;Writing;226106.0
8018;8;4;PLAY;StillPlaying;135410.0
8921;8;5;PLAY;Writing;270316.0
9018;9;4;PLAY;StillPlaying;91917.0
9546;9;5;PLAY;Writing;226106.0
10018;10;4;PLAY;StillPlaying;135410.0
10662;10;5;PLAY;Writing;270316.0
11018;11;4;PLAY;StillPlaying;182366.0
11254;11;5;PLAY;Writing;226106.0
12018;12;4;PLAY;StillPlaying;226106.0
12354;12;5;PLAY;Writing;270316.0
12958;12;6;PLAY;Writing;226106.0
13018;13;5;PLAY;StillPlaying;270316.0
13633;13;6;PLAY;Writing;270316.0
14019;14;5;PLAY;StillPlaying;226106.0
14812;14;6;PLAY;Writing;352546.0
15018;15;5;PLAY;StillPlaying;270316.0
15982;15;6;PLAY;Writing;270316.0
16018;16;5;PLAY;StillPlaying;226106.0
16721;16;6;PLAY;Writing;226106.0
17018;17;5;PLAY;StillPlaying;270316.0
17413;17;6;PLAY;Writing;270316.0
18018;18;5;PLAY;StillPlaying;226106.0
18634;18;6;PLAY;Writing;352546.0
19018;19;5;PLAY;StillPlaying;270316.0
19778;19;6;PLAY;Writing;226106.0
20018;20;5;PLAY;StillPlaying;352546.0
20950;20;6;PLAY;Writing;270316.0
21018;21;5;PLAY;StillPlaying;270316.0
22018;22;4;PLAY;StillPlaying;226106.0
22065;22;5;PLAY;Writing;226106.0
22746;22;6;PLAY;Writing;182366.0
23018;23;5;PLAY;StillPlaying;270316.0
24003;23;6;PLAY;Writing;226106.0
24018;24;5;PLAY;StillPlaying;352546.0
24602;24;6;PLAY;Writing;182366.0
25018;25;5;PLAY;StillPlaying;226106.0
25838;25;6;PLAY;Writing;226106.0
26017;26;5;PLAY;StillPlaying;270316.0
26565;26;6;PLAY;Writing;182366.0
27018;27;5;PLAY;StillPlaying;226106.0
27270;27;6;PLAY;Writing;226106.0
28018;28;5;PLAY;StillPlaying;182366.0
28501;28;6;PLAY;Writing;270316.0
29018;29;5;PLAY;StillPlaying;226106.0
29749;29;6;PLAY;Writing;226106.0
30017;30;5;PLAY;StillPlaying;182366.0
31017;31;4;PLAY;StillPlaying;226106.0
31501;31;5;PLAY;Writing;270316.0
32018;32;4;PLAY;StillPlaying;182366.0
32225;32;5;PLAY;Writing;182366.0
32942;32;6;PLAY;Writing;226106.0
33019;33;5;PLAY;StillPlaying;226106.0
33550;33;6;PLAY;Writing;182366.0
34018;34;5;PLAY;StillPlaying;270316.0
34203;34;6;PLAY;Writing;226106.0
34838;34;7;PLAY;Writing;270316.0
35018;35;6;PLAY;StillPlaying;226106.0
35990;35;7;PLAY;Writing;352546.0
36019;36;6;PLAY;StillPlaying;270316.0
37018;37;5;PLAY;StillPlaying;182366.0
38017;38;4;PLAY;StillPlaying;226106.0
38131;38;5;PLAY;Writing;270316.0
39018;39;4;PLAY;StillPlaying;182366.0
39250;39;5;PLAY;Writing;226106.0
40018;40;4;PLAY;StillPlaying;226106.0
40324;40;5;PLAY;Writing;270316.0
41019;41;4;PLAY;StillPlaying;270316.0
41511;41;5;PLAY;Writing;182366.0
42018;42;4;PLAY;StillPlaying;352546.0
42762;42;5;PLAY;Writing;226106.0
43017;43;4;PLAY;StillPlaying;270316.0
43527;43;5;PLAY;Writing;135410.0
44018;44;4;PLAY;StillPlaying;226106.0
44272;44;5;PLAY;Writing;182366.0
44894;44;6;PLAY;Writing;226106.0
45018;45;5;PLAY;StillPlaying;270316.0
45562;45;6;PLAY;Writing;182366.0
46018;46;5;PLAY;StillPlaying;182366.0
46278;46;6;PLAY;Writing;226106.0
46970;46;7;PLAY;Writing;270316.0
47029;47;6;PLAY;StillPlaying;226106.0
48018;48;5;PLAY;StillPlaying;135410.0
48066;48;6;PLAY;Writing;352546.0
48673;48;7;PLAY;Writing;270316.0
49018;49;6;PLAY;StillPlaying;182366.0
50018;50;5;PLAY;StillPlaying;226106.0
50280;50;6;PLAY;Writing;352546.0
51018;51;5;PLAY;StillPlaying;182366.0
51404;51;6;PLAY;Writing;270316.0
52018;52;5;PLAY;StillPlaying;226106.0
52493;52;6;PLAY;Writing;226106.0
53018;53;5;PLAY;StillPlaying;270316.0
53720;53;6;PLAY;Writing;270316.0
54017;54;5;PLAY;StillPlaying;352546.0
54432;54;6;PLAY;Writing;226106.0
55018;55;5;PLAY;StillPlaying;270316.0
55102;55;6;PLAY;Writing;182366.0
55834;55;7;PLAY;Writing;226106.0
56017;56;6;PLAY;StillPlaying;352546.0
57017;57;5;PLAY;StillPlaying;270316.0
57046;57;6;PLAY;Writing;270316.0
57677;57;7;PLAY;Writing;226106.0
58019;58;6;PLAY;StillPlaying;226106.0
58319;58;7;PLAY;Writing;270316.0
59018;59;6;PLAY;StillPlaying;270316.0
59500;59;7;PLAY;Writing;352546.0
60018;60;6;PLAY;StillPlaying;226106.0
60151;60;7;PLAY;Writing;270316.0
61018;61;6;PLAY;StillPlaying;182366.0
61318;61;7;PLAY;Writing;352546.0
62018;62;6;PLAY;StillPlaying;226106.0
62942;62;7;PLAY;Writing;270316.0
63018;63;6;PLAY;StillPlaying;270316.0
64017;64;5;PLAY;StillPlaying;226106.0
64090;64;6;PLAY;Writing;352546.0
65018;65;5;PLAY;StillPlaying;270316.0
65424;65;6;PLAY;Writing;270316.0
66018;66;5;PLAY;StillPlaying;352546.0
66210;66;6;PLAY;Writing;226106.0
67018;67;5;PLAY;StillPlaying;270316.0
67425;67;6;PLAY;Writing;270316.0
68018;68;5;PLAY;StillPlaying;352546.0
68630;68;6;PLAY;Writing;182366.0
69018;69;5;PLAY;StillPlaying;270316.0
69358;69;6;PLAY;Writing;226106.0
70018;70;5;PLAY;StillPlaying;352546.0
70125;70;6;PLAY;Writing;182366.0
70818;70;7;PLAY;Writing;226106.0
71018;71;6;PLAY;StillPlaying;270316.0
72019;72;5;PLAY;StillPlaying;226106.0
72019;72;6;PLAY;Writing;270316.0
73018;73;5;PLAY;StillPlaying;270316.0
73176;73;6;PLAY;Writing;226106.0
74019;74;5;PLAY;StillPlaying;182366.0
74407;74;6;PLAY;Writing;270316.0
75018;75;5;PLAY;StillPlaying;226106.0
75070;75;6;PLAY;Writing;226106.0
76018;76;5;PLAY;StillPlaying;182366.0
76241;76;6;PLAY;Writing;270316.0
76934;76;7;PLAY;Writing;226106.0
77026;77;6;PLAY;StillPlaying;226106.0
77621;77;7;PLAY;Writing;270316.0
78018;78;6;PLAY;StillPlaying;270316.0
79017;79;5;PLAY;StillPlaying;226106.0
79330;79;6;PLAY;Writing;352546.0
