EpochTime;CurrentPlaybackTime;CurrentBufferSize;CurrentPlaybackState;Action;Bitrate
0;0;0;INITIAL_BUFFERING;Starting;0
0;0;0;INITIAL_BUFFERING;Starting;0
1;0;1;INITIAL_BUFFERING;Writing;46980
1;0;1;PLAY;InitialBuffering-Play;0
3;0;0;PLAY;StillPlaying;46980
550;0;1;PLAY;Writing;46980.0
1011;1;0;PLAY;StillPlaying;46980.0
1662;1;1;PLAY;Writing;91917.0
2012;2;0;PLAY;StillPlaying;91917.0
2831;2;1;PLAY;Writing;46980.0
3010;3;0;PLAY;StillPlaying;46980.0
3475;3;1;PLAY;Writing;91917.0
4011;4;0;PLAY;StillPlaying;91917.0
4078;4;1;PLAY;Writing;46980.0
4648;4;2;PLAY;Writing;91917.0
5011;5;1;PLAY;StillPlaying;46980.0
5232;5;2;PLAY;Writing;46980.0
5835;5;3;PLAY;Writing;91917.0
6011;6;2;PLAY;StillPlaying;91917.0
6424;6;3;PLAY;Writing;135410.0
7011;7;2;PLAY;StillPlaying;46980.0
7013;7;3;PLAY;Writing;182366.0
7634;7;4;PLAY;Writing;226106.0
8011;8;3;PLAY;StillPlaying;91917.0
8760;8;4;PLAY;Writing;270316.0
9011;9;3;PLAY;StillPlaying;135410.0
9363;9;4;PLAY;Writing;226106.0
10011;10;3;PLAY;StillPlaying;182366.0
10024;10;4;PLAY;Writing;270316.0
10690;10;5;PLAY;Writing;352546.0
11011;11;4;PLAY;StillPlaying;226106.0
11843;11;5;PLAY;Writing;424520.0
12010;12;4;PLAY;StillPlaying;270316.0
12488;12;5;PLAY;Writing;352546.0
13011;13;4;PLAY;StillPlaying;226106.0
13156;13;5;PLAY;Writing;424520.0
14011;14;4;PLAY;StillPlaying;270316.0
14292;14;5;PLAY;Writing;537825.0
14988;14;6;PLAY;Writing;424520.0
15011;15;5;PLAY;StillPlaying;352546.0
16011;16;4;PLAY;StillPlaying;424520.0
16088;16;5;PLAY;Writing;537825.0
16767;16;6;PLAY;Writing;424520.0
17011;17;5;PLAY;StillPlaying;352546.0
17917;17;6;PLAY;Writing;537825.0
18011;18;5;PLAY;StillPlaying;424520.0
18983;18;6;PLAY;Writing;352546.0
19011;19;5;PLAY;StillPlaying;537825.0
20011;20;4;PLAY;StillPlaying;424520.0
20107;20;5;PLAY;Writing;424520.0
21011;21;4;PLAY;StillPlaying;537825.0
21218;21;5;PLAY;Writing;352546.0
22012;22;4;PLAY;StillPlaying;424520.0
22337;22;5;PLAY;Writing;270316.0
23011;23;4;PLAY;StillPlaying;537825.0
23500;23;5;PLAY;Writing;352546.0
24011;24;4;PLAY;StillPlaying;352546.0
24150;24;5;PLAY;Writing;270316.0
24822;24;6;PLAY;Writing;352546.0
25010;25;5;PLAY;StillPlaying;424520.0
25444;25;6;PLAY;Writing;270316.0
26011;26;5;PLAY;StillPlaying;352546.0
26574;26;6;PLAY;Writing;352546.0
27011;27;5;PLAY;StillPlaying;270316.0
27774;27;6;PLAY;Writing;424520.0
28011;28;5;PLAY;StillPlaying;352546.0
28404;28;6;PLAY;Writing;352546.0
29011;29;5;PLAY;StillPlaying;270316.0
29052;29;6;PLAY;Writing;424520.0
30011;30;5;PLAY;StillPlaying;352546.0
30195;30;6;PLAY;Writing;537825.0
31011;31;5;PLAY;StillPlaying;270316.0
31367;31;6;PLAY;Writing;424520.0
32012;32;5;PLAY;StillPlaying;352546.0
32562;32;6;PLAY;Writing;537825.0
33011;33;5;PLAY;StillPlaying;424520.0
33758;33;6;PLAY;Writing;424520.0
34011;34;5;PLAY;StillPlaying;352546.0
35010;35;4;PLAY;StillPlaying;424520.0
35462;35;5;PLAY;Writing;537825.0
36011;36;4;PLAY;StillPlaying;537825.0
36599;36;5;PLAY;Writing;352546.0
37011;37;4;PLAY;StillPlaying;424520.0
37774;37;5;PLAY;Writing;270316.0
38011;38;4;PLAY;StillPlaying;537825.0
38928;38;5;PLAY;Writing;352546.0
39011;39;4;PLAY;StillPlaying;424520.0
40011;40;3;PLAY;StillPlaying;537825.0
40108;40;4;PLAY;Writing;270316.0
40690;40;5;PLAY;Writing;226106.0
41011;41;4;PLAY;StillPlaying;352546.0
41339;41;5;PLAY;Writing;270316.0
42011;42;4;PLAY;StillPlaying;270316.0
42506;42;5;PLAY;Writing;352546.0
43011;43;4;PLAY;StillPlaying;352546.0
43132;43;5;PLAY;Writing;270316.0
43844;43;6;PLAY;Writing;352546.0
44011;44;5;PLAY;StillPlaying;270316.0
45011;45;4;PLAY;StillPlaying;226106.0
45044;45;5;PLAY;Writing;424520.0
46011;46;4;PLAY;StillPlaying;270316.0
46159;46;5;PLAY;Writing;352546.0
47011;47;4;PLAY;StillPlaying;352546.0
47313;47;5;PLAY;Writing;424520.0
48009;47;6;PLAY;Writing;352546.0
48011;48;5;PLAY;StillPlaying;270316.0
49011;49;4;PLAY;StillPlaying;352546.0
49074;49;5;PLAY;Writing;424520.0
50011;50;4;PLAY;StillPlaying;424520.0
50235;50;5;PLAY;Writing;352546.0
51011;51;4;PLAY;StillPlaying;352546.0
51388;51;5;PLAY;Writing;424520.0
52011;52;4;PLAY;StillPlaying;424520.0
52041;52;5;PLAY;Writing;352546.0
52664;52;6;PLAY;Writing;424520.0
53011;53;5;PLAY;StillPlaying;352546.0
53301;53;6;PLAY;Writing;352546.0
54011;54;5;PLAY;StillPlaying;424520.0
54451;54;6;PLAY;Writing;424520.0
55011;55;5;PLAY;StillPlaying;352546.0
55612;55;6;PLAY;Writing;352546.0
56011;56;5;PLAY;StillPlaying;424520.0
56796;56;6;PLAY;Writing;270316.0
57011;57;5;PLAY;StillPlaying;352546.0
57932;57;6;PLAY;Writing;352546.0
58010;58;5;PLAY;StillPlaying;424520.0
58531;58;6;PLAY;Writing;226106.0
59011;59;5;PLAY;StillPlaying;352546.0
59699;59;6;PLAY;Writing;270316.0
60011;60;5;PLAY;StillPlaying;424520.0
60335;60;6;PLAY;Writing;226106.0
60974;60;7;PLAY;Writing;270316.0
61011;61;6;PLAY;StillPlaying;352546.0
61556;61;7;PLAY;Writing;352546.0
62011;62;6;PLAY;StillPlaying;270316.0
62656;62;7;PLAY;Writing;424520.0
63011;63;6;PLAY;StillPlaying;352546.0
63323;63;7;PLAY;Writing;352546.0
63990;63;8;PLAY;Writing;424520.0
64011;64;7;PLAY;StillPlaying;226106.0
65011;65;6;PLAY;StillPlaying;270316.0
65121;65;7;PLAY;Writing;537825.0
65751;65;8;PLAY;Writing;424520.0
66011;66;7;PLAY;StillPlaying;226106.0
67010;67;6;PLAY;StillPlaying;270316.0
67432;67;7;PLAY;Writing;537825.0
68011;68;6;PLAY;StillPlaying;352546.0
68565;68;7;PLAY;Writing;352546.0
69011;69;6;PLAY;StillPlaying;424520.0
69179;69;7;PLAY;Writing;270316.0
69876;69;8;PLAY;Writing;352546.0
70011;70;7;PLAY;StillPlaying;352546.0
71010;71;6;PLAY;StillPlaying;424520.0
71088;71;7;PLAY;Writing;424520.0
71725;71;8;PLAY;Writing;352546.0
72011;72;7;PLAY;StillPlaying;537825.0
73010;73;6;PLAY;StillPlaying;424520.0
73394;73;7;PLAY;Writing;424520.0
74011;74;6;PLAY;StillPlaying;537825.0
74527;74;7;PLAY;Writing;352546.0
75011;75;6;PLAY;StillPlaying;352546.0
75705;75;7;PLAY;Writing;424520.0
76011;76;6;PLAY;StillPlaying;270316.0
76851;76;7;PLAY;Writing;352546.0
77010;77;6;PLAY;StillPlaying;352546.0
77547;77;7;PLAY;Writing;270316.0
78011;78;6;PLAY;StillPlaying;424520.0
78672;78;7;PLAY;Writing;352546.0
79011;79;6;PLAY;StillPlaying;352546.0
