EpochTime;CurrentPlaybackTime;CurrentBufferSize;CurrentPlaybackState;Action;Bitrate
0;0;0;INITIAL_BUFFERING;Starting;0
0;0;0;INITIAL_BUFFERING;Starting;0
1;0;1;INITIAL_BUFFERING;Writing;46980
3;0;1;PLAY;InitialBuffering-Play;0
5;0;0;PLAY;StillPlaying;46980
620;0;1;PLAY;Writing;46980.0
1009;1;0;PLAY;StillPlaying;46980.0
1881;1;1;PLAY;Writing;46980.0
2008;2;0;PLAY;StillPlaying;46980.0
2516;2;1;PLAY;Writing;46980.0
3008;3;0;PLAY;StillPlaying;46980.0
3229;3;1;PLAY;Writing;46980.0
3943;3;2;PLAY;Writing;46980.0
4010;4;1;PLAY;StillPlaying;46980.0
4607;4;2;PLAY;Writing;91917.0
5008;5;1;PLAY;StillPlaying;46980.0
5313;5;2;PLAY;Writing;46980.0
6004;5;3;PLAY;Writing;91917.0
6008;6;2;PLAY;StillPlaying;91917.0
6639;6;3;PLAY;Writing;135410.0
7008;7;2;PLAY;StillPlaying;46980.0
7280;7;3;PLAY;Writing;182366.0
7907;7;4;PLAY;Writing;135410.0
8008;8;3;PLAY;StillPlaying;91917.0
8544;8;4;PLAY;Writing;182366.0
9008;9;3;PLAY;StillPlaying;135410.0
9211;9;4;PLAY;Writing;226106.0
9939;9;5;PLAY;Writing;270316.0
10009;10;4;PLAY;StillPlaying;182366.0
11008;11;3;PLAY;StillPlaying;135410.0
11116;11;4;PLAY;Writing;352546.0
11783;11;5;PLAY;Writing;270316.0
12008;12;4;PLAY;StillPlaying;182366.0
12888;12;5;PLAY;Writing;352546.0
13008;13;4;PLAY;StillPlaying;226106.0
13528;13;5;PLAY;Writing;270316.0
14008;14;4;PLAY;StillPlaying;270316.0
14796;14;5;PLAY;Writing;352546.0
15008;15;4;PLAY;StillPlaying;352546.0
15441;15;5;PLAY;Writing;270316.0
16008;16;4;PLAY;StillPlaying;270316.0
16163;16;5;PLAY;Writing;352546.0
16888;16;6;PLAY;Writing;270316.0
17008;17;5;PLAY;StillPlaying;352546.0
17549;17;6;PLAY;Writing;352546.0
18008;18;5;PLAY;StillPlaying;270316.0
18790;18;6;PLAY;Writing;270316.0
19008;19;5;PLAY;StillPlaying;352546.0
19515;19;6;PLAY;Writing;352546.0
20008;20;5;PLAY;StillPlaying;270316.0
20659;20;6;PLAY;Writing;424520.0
21008;21;5;PLAY;StillPlaying;352546.0
21815;21;6;PLAY;Writing;270316.0
22008;22;5;PLAY;StillPlaying;270316.0
23008;23;4;PLAY;StillPlaying;352546.0
23432;23;5;PLAY;Writing;352546.0
24008;24;4;PLAY;StillPlaying;270316.0
24603;24;5;PLAY;Writing;270316.0
25008;25;4;PLAY;StillPlaying;352546.0
26008;26;3;PLAY;StillPlaying;424520.0
26291;26;4;PLAY;Writing;352546.0
27008;27;3;PLAY;StillPlaying;270316.0
27494;27;4;PLAY;Writing;226106.0
28008;28;3;PLAY;StillPlaying;352546.0
28640;28;4;PLAY;Writing;182366.0
29008;29;3;PLAY;StillPlaying;270316.0
30008;30;2;PLAY;StillPlaying;352546.0
30395;30;3;PLAY;Writing;226106.0
31008;31;2;PLAY;StillPlaying;226106.0
31068;31;3;PLAY;Writing;135410.0
32008;32;2;PLAY;StillPlaying;182366.0
32258;32;3;PLAY;Writing;182366.0
32958;32;4;PLAY;Writing;135410.0
33008;33;3;PLAY;StillPlaying;226106.0
33660;33;4;PLAY;Writing;182366.0
34008;34;3;PLAY;StillPlaying;135410.0
34907;34;4;PLAY;Writing;135410.0
35009;35;3;PLAY;StillPlaying;182366.0
35556;35;4;PLAY;Writing;182366.0
36008;36;3;PLAY;StillPlaying;135410.0
36212;36;4;PLAY;Writing;226106.0
36926;36;5;PLAY;Writing;270316.0
37008;37;4;PLAY;StillPlaying;182366.0
38008;38;3;PLAY;StillPlaying;135410.0
38072;38;4;PLAY;Writing;226106.0
38719;38;5;PLAY;Writing;270316.0
39008;39;4;PLAY;StillPlaying;182366.0
39355;39;5;PLAY;Writing;352546.0
40008;40;4;PLAY;StillPlaying;226106.0
40548;40;5;PLAY;Writing;424520.0
41008;41;4;PLAY;StillPlaying;270316.0
41724;41;5;PLAY;Writing;352546.0
42008;42;4;PLAY;StillPlaying;226106.0
42491;42;5;PLAY;Writing;270316.0
43008;43;4;PLAY;StillPlaying;270316.0
43724;43;5;PLAY;Writing;352546.0
44008;44;4;PLAY;StillPlaying;352546.0
44371;44;5;PLAY;Writing;424520.0
45009;45;4;PLAY;StillPlaying;424520.0
45023;45;5;PLAY;Writing;352546.0
46008;46;4;PLAY;StillPlaying;352546.0
46131;46;5;PLAY;Writing;424520.0
47008;47;4;PLAY;StillPlaying;270316.0
47262;47;5;PLAY;Writing;537825.0
48008;48;4;PLAY;StillPlaying;352546.0
48442;48;5;PLAY;Writing;424520.0
49008;49;4;PLAY;StillPlaying;424520.0
49626;49;5;PLAY;Writing;537825.0
50008;50;4;PLAY;StillPlaying;352546.0
50766;50;5;PLAY;Writing;424520.0
51008;51;4;PLAY;StillPlaying;424520.0
51900;51;5;PLAY;Writing;352546.0
52008;52;4;PLAY;StillPlaying;537825.0
52572;52;5;PLAY;Writing;424520.0
53008;53;4;PLAY;StillPlaying;424520.0
53256;53;5;PLAY;Writing;352546.0
54008;54;4;PLAY;StillPlaying;537825.0
54488;54;5;PLAY;Writing;424520.0
55008;55;4;PLAY;StillPlaying;424520.0
55172;55;5;PLAY;Writing;352546.0
56008;56;4;PLAY;StillPlaying;352546.0
56363;56;5;PLAY;Writing;424520.0
57009;57;4;PLAY;StillPlaying;424520.0
57011;57;5;PLAY;Writing;270316.0
58008;58;4;PLAY;StillPlaying;352546.0
58238;58;5;PLAY;Writing;352546.0
58959;58;6;PLAY;Writing;270316.0
59009;59;5;PLAY;StillPlaying;424520.0
60008;60;4;PLAY;StillPlaying;352546.0
60148;60;5;PLAY;Writing;352546.0
61008;61;4;PLAY;StillPlaying;424520.0
61294;61;5;PLAY;Writing;270316.0
61958;61;6;PLAY;Writing;352546.0
62020;62;5;PLAY;StillPlaying;270316.0
63008;63;4;PLAY;StillPlaying;352546.0
63076;63;5;PLAY;Writing;270316.0
63744;63;6;PLAY;Writing;352546.0
64008;64;5;PLAY;StillPlaying;270316.0
64384;64;6;PLAY;Writing;270316.0
65008;65;5;PLAY;StillPlaying;352546.0
65548;65;6;PLAY;Writing;352546.0
66008;66;5;PLAY;StillPlaying;270316.0
66823;66;6;PLAY;Writing;424520.0
67009;67;5;PLAY;StillPlaying;352546.0
67539;67;6;PLAY;Writing;270316.0
68008;68;5;PLAY;StillPlaying;270316.0
68696;68;6;PLAY;Writing;352546.0
69008;69;5;PLAY;StillPlaying;352546.0
69380;69;6;PLAY;Writing;270316.0
70008;70;5;PLAY;StillPlaying;270316.0
70176;70;6;PLAY;Writing;352546.0
71008;71;5;PLAY;StillPlaying;352546.0
71492;71;6;PLAY;Writing;424520.0
72008;72;5;PLAY;StillPlaying;424520.0
72296;72;6;PLAY;Writing;352546.0
73008;73;5;PLAY;StillPlaying;270316.0
73596;73;6;PLAY;Writing;424520.0
74008;74;5;PLAY;StillPlaying;352546.0
75008;75;4;PLAY;StillPlaying;270316.0
75265;75;5;PLAY;Writing;537825.0
75978;75;6;PLAY;Writing;352546.0
76009;76;5;PLAY;StillPlaying;352546.0
77008;77;4;PLAY;StillPlaying;424520.0
77228;77;5;PLAY;Writing;424520.0
78008;78;4;PLAY;StillPlaying;352546.0
