EpochTime;CurrentPlaybackTime;CurrentBufferSize;CurrentPlaybackState;Action;Bitrate
0;0;0;INITIAL_BUFFERING;Starting;0
0;0;0;INITIAL_BUFFERING;Starting;0
1;0;1;INITIAL_BUFFERING;Writing;46980
1;0;1;PLAY;InitialBuffering-Play;0
3;0;0;PLAY;StillPlaying;46980
569;0;1;PLAY;Writing;46980.0
1010;1;0;PLAY;StillPlaying;46980.0
1198;1;1;PLAY;Writing;46980.0
1846;1;2;PLAY;Writing;91917.0
2009;2;1;PLAY;StillPlaying;46980.0
2462;2;2;PLAY;Writing;46980.0
3009;3;1;PLAY;StillPlaying;91917.0
3084;3;2;PLAY;Writing;91917.0
3727;3;3;PLAY;Writing;135410.0
4009;4;2;PLAY;StillPlaying;46980.0
4386;4;3;PLAY;Writing;91917.0
5009;5;2;PLAY;StillPlaying;91917.0
5037;5;3;PLAY;Writing;135410.0
6009;6;2;PLAY;StillPlaying;135410.0
6083;6;3;PLAY;Writing;182366.0
6723;6;4;PLAY;Writing;135410.0
7009;7;3;PLAY;StillPlaying;91917.0
7332;7;4;PLAY;Writing;182366.0
7955;7;5;PLAY;Writing;226106.0
8014;8;4;PLAY;StillPlaying;135410.0
9009;9;3;PLAY;StillPlaying;182366.0
9082;9;4;PLAY;Writing;270316.0
10009;10;3;PLAY;StillPlaying;135410.0
10192;10;4;PLAY;Writing;226106.0
10798;10;5;PLAY;Writing;270316.0
11009;11;4;PLAY;StillPlaying;182366.0
11424;11;5;PLAY;Writing;226106.0
12009;12;4;PLAY;StillPlaying;226106.0
12079;12;5;PLAY;Writing;270316.0
13009;13;4;PLAY;StillPlaying;270316.0
13178;13;5;PLAY;Writing;352546.0
14009;14;4;PLAY;StillPlaying;226106.0
14335;14;5;PLAY;Writing;270316.0
14943;14;6;PLAY;Writing;352546.0
15009;15;5;PLAY;StillPlaying;270316.0
15546;15;6;PLAY;Writing;270316.0
16009;16;5;PLAY;StillPlaying;226106.0
16199;16;6;PLAY;Writing;352546.0
16875;16;7;PLAY;Writing;270316.0
17009;17;6;PLAY;StillPlaying;270316.0
17988;17;7;PLAY;Writing;352546.0
18009;18;6;PLAY;StillPlaying;352546.0
18593;18;7;PLAY;Writing;424520.0
19009;19;6;PLAY;StillPlaying;270316.0
19274;19;7;PLAY;Writing;352546.0
19869;19;8;PLAY;Writing;424520.0
20009;20;7;PLAY;StillPlaying;352546.0
20463;20;8;PLAY;Writing;537825.0
21009;21;7;PLAY;StillPlaying;270316.0
21591;21;8;PLAY;Writing;620705.0
22009;22;7;PLAY;StillPlaying;352546.0
22263;22;8;PLAY;Writing;808057.0
23009;23;7;PLAY;StillPlaying;270316.0
23902;23;8;PLAY;Writing;620705.0
24009;24;7;PLAY;StillPlaying;352546.0
25009;25;6;PLAY;StillPlaying;424520.0
25051;25;7;PLAY;Writing;808057.0
25609;25;8;PLAY;Writing;620705.0
26009;26;7;PLAY;StillPlaying;352546.0
26701;26;8;PLAY;Writing;808057.0
27009;27;7;PLAY;StillPlaying;424520.0
27378;27;8;PLAY;Writing;620705.0
28009;28;7;PLAY;StillPlaying;537825.0
28536;28;8;PLAY;Writing;808057.0
29009;29;7;PLAY;StillPlaying;620705.0
29683;29;8;PLAY;Writing;620705.0
30009;30;7;PLAY;StillPlaying;808057.0
30278;30;8;PLAY;Writing;808057.0
31009;31;7;PLAY;StillPlaying;620705.0
31454;31;8;PLAY;Writing;620705.0
32009;32;7;PLAY;StillPlaying;808057.0
32605;32;8;PLAY;Writing;808057.0
33009;33;7;PLAY;StillPlaying;620705.0
33687;33;8;PLAY;Writing;620705.0
34009;34;7;PLAY;StillPlaying;808057.0
34345;34;8;PLAY;Writing;808057.0
35009;35;7;PLAY;StillPlaying;620705.0
35507;35;8;PLAY;Writing;620705.0
36009;36;7;PLAY;StillPlaying;808057.0
36609;36;8;PLAY;Writing;808057.0
37009;37;7;PLAY;StillPlaying;620705.0
37770;37;8;PLAY;Writing;620705.0
38009;38;7;PLAY;StillPlaying;808057.0
38919;38;8;PLAY;Writing;808057.0
39009;39;7;PLAY;StillPlaying;620705.0
40009;40;6;PLAY;StillPlaying;808057.0
40066;40;7;PLAY;Writing;620705.0
41009;41;6;PLAY;StillPlaying;620705.0
41132;41;7;PLAY;Writing;537825.0
41747;41;8;PLAY;Writing;620705.0
42009;42;7;PLAY;StillPlaying;808057.0
42859;42;8;PLAY;Writing;537825.0
43009;43;7;PLAY;StillPlaying;620705.0
43471;43;8;PLAY;Writing;620705.0
44009;44;7;PLAY;StillPlaying;808057.0
44115;44;8;PLAY;Writing;537825.0
44795;44;9;PLAY;Writing;620705.0
45009;45;8;PLAY;StillPlaying;620705.0
45950;45;9;PLAY;Writing;808057.0
46010;46;8;PLAY;StillPlaying;808057.0
46583;46;9;PLAY;Writing;620705.0
47009;47;8;PLAY;StillPlaying;620705.0
47655;47;9;PLAY;Writing;808057.0
48009;48;8;PLAY;StillPlaying;537825.0
48755;48;9;PLAY;Writing;620705.0
49009;49;8;PLAY;StillPlaying;620705.0
49892;49;9;PLAY;Writing;808057.0
50009;50;8;PLAY;StillPlaying;537825.0
50462;50;9;PLAY;Writing;620705.0
51009;51;8;PLAY;StillPlaying;620705.0
51590;51;9;PLAY;Writing;808057.0
52009;52;8;PLAY;StillPlaying;537825.0
52731;52;9;PLAY;Writing;537825.0
53009;53;8;PLAY;StillPlaying;620705.0
53339;53;9;PLAY;Writing;620705.0
54009;54;8;PLAY;StillPlaying;808057.0
54010;54;9;PLAY;Writing;537825.0
55009;55;8;PLAY;StillPlaying;620705.0
55139;55;9;PLAY;Writing;620705.0
55761;55;10;PLAY;Writing;537825.0
56009;56;9;PLAY;StillPlaying;808057.0
56840;56;10;PLAY;Writing;620705.0
57009;57;9;PLAY;StillPlaying;620705.0
57910;57;10;PLAY;Writing;808057.0
58009;58;9;PLAY;StillPlaying;808057.0
58551;58;10;PLAY;Writing;620705.0
59009;59;9;PLAY;StillPlaying;620705.0
60009;60;8;PLAY;StillPlaying;808057.0
60735;60;9;PLAY;Writing;808057.0
61010;61;8;PLAY;StillPlaying;537825.0
61397;61;9;PLAY;Writing;537825.0
62009;62;8;PLAY;StillPlaying;620705.0
62011;62;9;PLAY;Writing;620705.0
63009;63;8;PLAY;StillPlaying;537825.0
63114;63;9;PLAY;Writing;808057.0
63741;63;10;PLAY;Writing;537825.0
64009;64;9;PLAY;StillPlaying;620705.0
64870;64;10;PLAY;Writing;620705.0
65009;65;9;PLAY;StillPlaying;537825.0
66004;65;10;PLAY;Writing;808057.0
66014;66;9;PLAY;StillPlaying;620705.0
66534;66;10;PLAY;Writing;620705.0
67009;67;9;PLAY;StillPlaying;808057.0
67652;67;10;PLAY;Writing;808057.0
68009;68;9;PLAY;StillPlaying;620705.0
68839;68;10;PLAY;Writing;620705.0
69009;69;9;PLAY;StillPlaying;808057.0
69966;69;10;PLAY;Writing;808057.0
70013;70;9;PLAY;StillPlaying;537825.0
71010;71;8;PLAY;StillPlaying;620705.0
71073;71;9;PLAY;Writing;620705.0
72009;72;8;PLAY;StillPlaying;808057.0
72127;72;9;PLAY;Writing;808057.0
73009;73;8;PLAY;StillPlaying;537825.0
73191;73;9;PLAY;Writing;620705.0
73768;73;10;PLAY;Writing;537825.0
74009;74;9;PLAY;StillPlaying;620705.0
74833;74;10;PLAY;Writing;620705.0
75009;75;9;PLAY;StillPlaying;808057.0
75451;75;10;PLAY;Writing;537825.0
76009;76;9;PLAY;StillPlaying;620705.0
76066;76;10;PLAY;Writing;620705.0
77009;77;9;PLAY;StillPlaying;808057.0
77214;77;10;PLAY;Writing;808057.0
