EpochTime;CurrentPlaybackTime;CurrentBufferSize;CurrentPlaybackState;Action;Bitrate
0;0;0;INITIAL_BUFFERING;Starting;0
0;0;0;INITIAL_BUFFERING;Starting;0
1;0;1;INITIAL_BUFFERING;Writing;46980
3;0;1;PLAY;InitialBuffering-Play;0
6;0;0;PLAY;StillPlaying;46980
622;0;1;PLAY;Writing;46980.0
1018;1;0;PLAY;StillPlaying;46980.0
1331;1;1;PLAY;Writing;46980.0
1964;1;2;PLAY;Writing;91917.0
2027;2;1;PLAY;StillPlaying;46980.0
2614;2;2;PLAY;Writing;46980.0
3018;3;1;PLAY;StillPlaying;91917.0
3348;3;2;PLAY;Writing;91917.0
3973;3;3;PLAY;Writing;135410.0
4018;4;2;PLAY;StillPlaying;46980.0
4628;4;3;PLAY;Writing;91917.0
5018;5;2;PLAY;StillPlaying;91917.0
5261;5;3;PLAY;Writing;135410.0
5965;5;4;PLAY;Writing;182366.0
6029;6;3;PLAY;StillPlaying;135410.0
7018;7;2;PLAY;StillPlaying;91917.0
8018;8;1;PLAY;StillPlaying;135410.0
9018;9;0;PLAY;StillPlaying;182366.0
9682;9;1;PLAY;Writing;226106.0
10018;10;0;PLAY;StillPlaying;226106.0
10357;10;1;PLAY;Writing;91917.0
11018;11;0;PLAY;StillPlaying;91917.0
11036;11;1;PLAY;Writing;135410.0
11668;11;2;PLAY;Writing;91917.0
12018;12;1;PLAY;StillPlaying;135410.0
12378;12;2;PLAY;Writing;135410.0
13022;13;1;PLAY;StillPlaying;91917.0
13024;13;2;PLAY;Writing;91917.0
14018;14;1;PLAY;StillPlaying;135410.0
14155;14;2;PLAY;Writing;135410.0
15018;15;1;PLAY;StillPlaying;91917.0
15784;15;2;PLAY;Writing;182366.0
16018;16;1;PLAY;StillPlaying;135410.0
16441;16;2;PLAY;Writing;91917.0
17018;17;1;PLAY;StillPlaying;182366.0
17060;17;2;PLAY;Writing;135410.0
17743;17;3;PLAY;Writing;91917.0
18018;18;2;PLAY;StillPlaying;91917.0
18362;18;3;PLAY;Writing;135410.0
19018;19;2;PLAY;StillPlaying;135410.0
19486;19;3;PLAY;Writing;182366.0
20018;20;2;PLAY;StillPlaying;91917.0
20200;20;3;PLAY;Writing;135410.0
20872;20;4;PLAY;Writing;182366.0
21018;21;3;PLAY;StillPlaying;135410.0
21483;21;4;PLAY;Writing;226106.0
22018;22;3;PLAY;StillPlaying;182366.0
23018;23;2;PLAY;StillPlaying;135410.0
23241;23;3;PLAY;Writing;182366.0
24018;24;2;PLAY;StillPlaying;182366.0
24440;24;3;PLAY;Writing;135410.0
25018;25;2;PLAY;StillPlaying;226106.0
25117;25;3;PLAY;Writing;182366.0
25777;25;4;PLAY;Writing;226106.0
26018;26;3;PLAY;StillPlaying;182366.0
27018;27;2;PLAY;StillPlaying;135410.0
28018;28;1;PLAY;StillPlaying;182366.0
28446;28;2;PLAY;Writing;182366.0
29018;29;1;PLAY;StillPlaying;226106.0
30018;30;0;PLAY;StillPlaying;182366.0
31018;31;0;BUFFERING;Play-Buffering;0
43207;31;1;PLAY;Writing;91917.0
43207;31;1;PLAY;Buffering-Play;0
43210;31;0;PLAY;StillPlaying;91917.0
44213;32;0;BUFFERING;Play-Buffering;0
51297;32;1;BUFFERING;Writing;46980.0
51299;32;1;PLAY;Buffering-Play;0
51302;32;0;PLAY;StillPlaying;46980.0
51890;32;1;PLAY;Writing;46980.0
52313;33;0;PLAY;StillPlaying;46980.0
52633;33;1;PLAY;Writing;46980.0
53313;34;0;PLAY;StillPlaying;46980.0
53406;34;1;PLAY;Writing;46980.0
54196;34;2;PLAY;Writing;46980.0
54313;35;1;PLAY;StillPlaying;46980.0
54908;35;2;PLAY;Writing;46980.0
55313;36;1;PLAY;StillPlaying;46980.0
56057;36;2;PLAY;Writing;91917.0
56313;37;1;PLAY;StillPlaying;46980.0
56749;37;2;PLAY;Writing;46980.0
57313;38;1;PLAY;StillPlaying;91917.0
57466;38;2;PLAY;Writing;91917.0
58150;38;3;PLAY;Writing;46980.0
58313;39;2;PLAY;StillPlaying;46980.0
58826;39;3;PLAY;Writing;91917.0
59313;40;2;PLAY;StillPlaying;91917.0
59629;40;3;PLAY;Writing;135410.0
60313;41;2;PLAY;StillPlaying;46980.0
60834;41;3;PLAY;Writing;91917.0
61313;42;2;PLAY;StillPlaying;91917.0
62030;42;3;PLAY;Writing;135410.0
62313;43;2;PLAY;StillPlaying;135410.0
62671;43;3;PLAY;Writing;91917.0
63313;44;2;PLAY;StillPlaying;91917.0
63870;44;3;PLAY;Writing;135410.0
64313;45;2;PLAY;StillPlaying;135410.0
64662;45;3;PLAY;Writing;91917.0
65318;46;2;PLAY;StillPlaying;91917.0
65397;46;3;PLAY;Writing;135410.0
66096;46;4;PLAY;Writing;91917.0
66313;47;3;PLAY;StillPlaying;135410.0
66745;47;4;PLAY;Writing;135410.0
67313;48;3;PLAY;StillPlaying;91917.0
67958;48;4;PLAY;Writing;182366.0
68313;49;3;PLAY;StillPlaying;135410.0
68668;49;4;PLAY;Writing;135410.0
69314;50;3;PLAY;StillPlaying;91917.0
69321;50;4;PLAY;Writing;182366.0
70062;50;5;PLAY;Writing;226106.0
70313;51;4;PLAY;StillPlaying;135410.0
70824;51;5;PLAY;Writing;182366.0
71313;52;4;PLAY;StillPlaying;182366.0
71482;52;5;PLAY;Writing;226106.0
72182;52;6;PLAY;Writing;270316.0
72314;53;5;PLAY;StillPlaying;135410.0
72854;53;6;PLAY;Writing;352546.0
73313;54;5;PLAY;StillPlaying;182366.0
73480;54;6;PLAY;Writing;424520.0
74083;54;7;PLAY;Writing;352546.0
74313;55;6;PLAY;StillPlaying;226106.0
74853;55;7;PLAY;Writing;424520.0
75313;56;6;PLAY;StillPlaying;182366.0
75629;56;7;PLAY;Writing;537825.0
76282;56;8;PLAY;Writing;620705.0
76313;57;7;PLAY;StillPlaying;226106.0
76970;57;8;PLAY;Writing;808057.0
77313;58;7;PLAY;StillPlaying;270316.0
77678;58;8;PLAY;Writing;620705.0
78314;59;7;PLAY;StillPlaying;352546.0
78317;59;8;PLAY;Writing;808057.0
78933;59;9;PLAY;Writing;1071529.0
79313;60;8;PLAY;StillPlaying;424520.0
79537;60;9;PLAY;Writing;1312787.0
80313;61;8;PLAY;StillPlaying;352546.0
80733;61;9;PLAY;Writing;1662809.0
81313;62;8;PLAY;StillPlaying;424520.0
81430;62;9;PLAY;Writing;1312787.0
82142;62;10;PLAY;Writing;1662809.0
82313;63;9;PLAY;StillPlaying;537825.0
83313;64;8;PLAY;StillPlaying;620705.0
83856;64;9;PLAY;Writing;2234145.0
84313;65;8;PLAY;StillPlaying;808057.0
84994;65;9;PLAY;Writing;1312787.0
85313;66;8;PLAY;StillPlaying;620705.0
85674;66;9;PLAY;Writing;1071529.0
86313;67;8;PLAY;StillPlaying;808057.0
86866;67;9;PLAY;Writing;1312787.0
87313;68;8;PLAY;StillPlaying;1071529.0
88110;68;9;PLAY;Writing;1071529.0
88313;69;8;PLAY;StillPlaying;1312787.0
89313;70;8;PLAY;Writing;1312787.0
89313;70;8;PLAY;StillPlaying;1662809.0
89964;70;9;PLAY;Writing;1071529.0
90313;71;8;PLAY;StillPlaying;1312787.0
91173;71;9;PLAY;Writing;1312787.0
91322;72;8;PLAY;StillPlaying;1662809.0
92313;73;8;PLAY;Writing;1071529.0
92313;73;8;PLAY;StillPlaying;2234145.0
93313;74;7;PLAY;StillPlaying;1312787.0
93506;74;8;PLAY;Writing;1312787.0
94313;75;7;PLAY;StillPlaying;1071529.0
94741;75;8;PLAY;Writing;1071529.0
95313;76;7;PLAY;StillPlaying;1312787.0
